crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Chilli,Chalky Soil,Germination,38,26,75.8,1
Wheat,Red Soil,Seedling Stage,26,23,80.2,0
Wheat,Red Soil,Flowering,52,26,83.2,0
Carrot,Sandy Soil,Flowering,44,28,80.2,1
Wheat,Black Soil,Flowering,58,16,82.1,0
Wheat,Clay Soil,Maturation,32,25,72.9,1
Chilli,Chalky Soil,Flowering,49,16,82.1,0
Carrot,Clay Soil,Germination,55,24,80.1,0
Potato,Clay Soil,Pollination,64,38,32.5,0
Carrot,Loam Soil,Germination,34,39,46.1,1
Carrot,Clay Soil,Germination,70,21,84.6,0
Wheat,Sandy Soil,Pollination,30,40,43.3,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,28,38,42.5,1
Carrot,Clay Soil,Pollination,53,42,28.5,0
Chilli,Sandy Soil,Germination,61,40,48.9,0
Carrot,Sandy Soil,Germination,51,23,80.3,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,43,38,27.3,0
Potato,Clay Soil,Germination,55,28,67.5,1
Tomato,Clay Soil,Germination,22,27,72.8,1
Tomato,Sandy Soil,Flowering,36,24,79.2,0
Chilli,Chalky Soil,Seedling Stage,24,22,77.4,0
Wheat,Red Soil,Maturation,42,31,63.1,1
Carrot,Clay Soil,Pollination,62,32,61.9,0
Chilli,Sandy Soil,Germination,13,38,42.3,1
Wheat,Black Soil,Germination,14,29,67.9,1
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,44,34,52.8,1
Potato,Clay Soil,Pollination,67,38,30.2,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,30,39,42.5,1
Chilli,Red Soil,Germination,28,31,66.1,1
Wheat,Sandy Soil,Pollination,66,30,75.9,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,11,34,56.0,1
Carrot,Clay Soil,Pollination,18,39,45.4,1
Tomato,Sandy Soil,Seedling Stage,37,20,76.0,1
Wheat,Red Soil,Flowering,23,22,80.2,0
Carrot,Clay Soil,Germination,63,31,61.9,0
Tomato,Sandy Soil,Flowering,54,28,74.6,1
Tomato,Sandy Soil,Germination,58,34,56.3,1
Wheat,Clay Soil,Harvest,64,38,38.7,0
Tomato,Loam Soil,Germination,33,25,72.7,1
Potato,Clay Soil,Flowering,48,45,42.7,1
Wheat,Red Soil,Maturation,21,20,83.8,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,55,21,86.1,0
Carrot,Loam Soil,Germination,34,28,78.8,1
Carrot,Sandy Soil,Flowering,41,25,78.5,0
Wheat,Clay Soil,Pollination,67,42,34.9,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,53,29,69.9,0
Carrot,Clay Soil,Seedling Stage,52,30,62.8,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,52,39,41.5,1
Potato,Clay Soil,Flowering,17,41,47.0,1
Potato,Loam Soil,Germination,49,22,83.3,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,33,24,83.0,0
Carrot,Clay Soil,Germination,11,20,84.4,0
Chilli,Chalky Soil,Flowering,65,22,81.8,0
Wheat,Black Soil,Flowering,43,27,80.5,1
Wheat,Black Soil,Flowering,69,24,78.6,0
Carrot,Sandy Soil,Flowering,51,33,47.1,1
Carrot,Clay Soil,Pollination,15,38,34.4,1
Tomato,Loam Soil,Germination,17,23,81.1,0
Wheat,Clay Soil,Maturation,34,21,83.4,0
Wheat,Alluvial Soil,Maturation,68,28,77.1,1
Potato,Loam Soil,Germination,68,24,79.4,0
Chilli,Red Soil,Seedling Stage,17,27,68.7,1
Carrot,Clay Soil,Germination,19,38,41.1,1
Wheat,Sandy Soil,Pollination,14,24,79.5,1
Carrot,Clay Soil,Flowering,48,38,41.4,1
Chilli,Red Soil,Seedling Stage,16,25,78.4,0
Chilli,Red Soil,Seedling Stage,13,28,71.5,1
Wheat,Red Soil,Pollination,25,24,84.5,0
Carrot,Clay Soil,Pollination,39,32,61.2,1
Wheat,Alluvial Soil,Maturation,36,26,83.0,0
Wheat,Sandy Soil,Germination,11,43,48.5,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,64,31,65.0,0
Potato,Loam Soil,Germination,38,24,83.3,0
Potato,Sandy Soil,Flowering,57,16,79.7,0
Chilli,Red Soil,Germination,43,36,41.4,1
Chilli,Red Soil,Flowering,57,25,80.3,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,44,25,82.7,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,25,38,40.0,1
Potato,Clay Soil,Germination,15,32,66.5,1
Wheat,Sandy Soil,Pollination,63,24,81.6,0
Chilli,Sandy Soil,Flowering,54,27,73.0,0
Potato,Clay Soil,Germination,12,29,59.3,1
Tomato,Sandy Soil,Flowering,55,17,80.9,0
Carrot,Clay Soil,Germination,66,36,54.5,0
Tomato,Clay Soil,Germination,15,20,80.0,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,55,34,56.6,0
Wheat,Red Soil,Germination,54,22,80.8,0
Tomato,Sandy Soil,Flowering,16,39,43.5,1
Potato,Clay Soil,Flowering,28,41,37.2,1
Carrot,Sandy Soil,Germination,52,29,62.7,1
Carrot,Sandy Soil,Flowering,39,44,50.5,1
Carrot,Sandy Soil,Seedling Stage,42,32,57.8,1
Tomato,Sandy Soil,Germination,66,34,60.2,0
Chilli,Sandy Soil,Flowering,61,27,82.7,0
Carrot,Clay Soil,Germination,18,40,31.2,1
Wheat,Sandy Soil,Flowering,38,38,30.9,1
Wheat,Black Soil,Pollination,47,20,82.5,0
Carrot,Clay Soil,Germination,13,37,41.0,1
Chilli,Sandy Soil,Flowering,60,27,83.5,0
Chilli,Chalky Soil,Flowering,39,21,83.8,0
Wheat,Clay Soil,Harvest,61,33,57.8,1
Carrot,Loam Soil,Germination,39,25,74.5,1
Chilli,Sandy Soil,Flowering,40,39,46.3,1
Wheat,Clay Soil,Pollination,21,18,81.2,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,45,37,46.8,1
Wheat,Black Soil,Germination,69,29,69.5,0
Chilli,Chalky Soil,Germination,66,25,75.2,1
Potato,Sandy Soil,Flowering,26,40,50.9,1
Carrot,Sandy Soil,Germination,47,38,44.1,1
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,35,36,49.8,1
Wheat,Black Soil,Seedling Stage,49,30,69.3,1
Potato,Sandy Soil,Flowering,69,26,77.1,0
Chilli,Sandy Soil,Flowering,49,39,44.8,1
Chilli,Chalky Soil,Seedling Stage,42,36,41.4,1
Tomato,Sandy Soil,Seedling Stage,10,22,83.5,0
Carrot,Clay Soil,Germination,59,24,84.7,0
Tomato,Sandy Soil,Flowering,13,39,42.4,1
Chilli,Sandy Soil,Seedling Stage,20,34,49.4,1
Chilli,Red Soil,Germination,42,35,43.4,1
Carrot,Loam Soil,Pollination,61,35,46.5,1
Carrot,Clay Soil,Pollination,68,37,47.8,0
Chilli,Sandy Soil,Flowering,59,23,84.7,0
Chilli,Red Soil,Flowering,70,20,81.5,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,16,21,85.3,0
Potato,Clay Soil,Germination,38,26,88.0,0
Wheat,Alluvial Soil,Maturation,66,20,82.0,0
Potato,Sandy Soil,Flowering,57,19,79.2,0
Wheat,Sandy Soil,Maturation,60,21,83.9,0
Chilli,Chalky Soil,Germination,20,15,83.4,0
Carrot,Clay Soil,Germination,22,18,79.5,0
Wheat,Sandy Soil,Pollination,55,24,81.8,0
Tomato,Sandy Soil,Germination,69,39,60.4,0
Carrot,Loam Soil,Germination,19,40,35.4,1
Tomato,Clay Soil,Germination,5,32,53.2,1
Carrot,Clay Soil,Germination,51,28,83.9,0
Chilli,Red Soil,Germination,36,23,80.8,0
Wheat,Black Soil,Germination,12,30,65.4,1
Carrot,Clay Soil,Pollination,71,43,27.8,0
Carrot,Loam Soil,Germination,38,36,47.7,1
Tomato,Sandy Soil,Flowering,57,29,63.0,0
Wheat,Black Soil,Flowering,32,29,71.7,1
Tomato,Sandy Soil,Flowering,12,41,57.8,1
Chilli,Red Soil,Flowering,52,20,81.7,0
Carrot,Sandy Soil,Seedling Stage,28,23,77.7,0
Potato,Clay Soil,Germination,34,29,61.4,1
Chilli,Chalky Soil,Germination,66,28,67.5,1
Potato,Loam Soil,Germination,27,31,63.4,1
Carrot,Clay Soil,Pollination,11,22,82.5,0
Carrot,Clay Soil,Germination,42,26,74.5,1
Tomato,Sandy Soil,Flowering,42,31,60.4,1
Tomato,Sandy Soil,Flowering,11,23,82.8,0
Tomato,Sandy Soil,Seedling Stage,17,24,76.9,1
Wheat,Black Soil,Flowering,55,23,82.8,0
Carrot,Clay Soil,Seedling Stage,57,23,83.0,0
Wheat,Red Soil,Germination,39,36,48.7,1
Carrot,Clay Soil,Pollination,48,41,50.8,1
Tomato,Clay Soil,Germination,19,24,83.5,0
Wheat,Black Soil,Seedling Stage,6,21,81.6,0
Wheat,Clay Soil,Pollination,54,22,75.8,0
Tomato,Sandy Soil,Flowering,56,23,80.7,0
Potato,Loam Soil,Germination,43,22,82.2,0
Carrot,Sandy Soil,Germination,40,38,46.8,1
Wheat,Sandy Soil,Pollination,48,30,56.9,1
Carrot,Clay Soil,Germination,22,37,48.2,1
Wheat,Black Soil,Pollination,16,40,26.9,1
Wheat,Sandy Soil,Pollination,11,17,82.0,0
Carrot,Loam Soil,Pollination,61,40,40.9,1
Wheat,Red Soil,Flowering,45,19,85.4,0
Carrot,Clay Soil,Seedling Stage,17,36,45.5,1
Wheat,Clay Soil,Harvest,42,36,55.1,1
Wheat,Black Soil,Flowering,73,23,82.1,0
Wheat,Clay Soil,Maturation,51,35,54.4,1
Tomato,Sandy Soil,Flowering,48,28,68.8,0
Tomato,Loam Soil,Germination,58,33,53.8,0
Tomato,Loam Soil,Germination,73,36,47.2,0
Tomato,Sandy Soil,Flowering,29,23,82.3,0
Wheat,Clay Soil,Pollination,16,32,66.1,1
Tomato,Sandy Soil,Germination,71,24,88.3,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,20,42,30.4,1
Chilli,Chalky Soil,Germination,45,38,43.6,1
Tomato,Sandy Soil,Seedling Stage,7,30,66.0,1
Carrot,Clay Soil,Germination,39,33,52.1,1
Carrot,Sandy Soil,Pollination,65,37,48.2,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,41,32,59.7,1
Chilli,Red Soil,Germination,22,28,78.3,1
Chilli,Sandy Soil,Flowering,44,41,52.5,1
Potato,Sandy Soil,Flowering,60,28,72.2,0
Chilli,Chalky Soil,Flowering,49,22,82.6,1
Wheat,Black Soil,Flowering,59,24,79.3,0
Carrot,Clay Soil,Pollination,68,41,36.9,0
Wheat,Clay Soil,Harvest,14,25,81.2,1
Carrot,Loam Soil,Germination,72,37,54.8,0
Carrot,Loam Soil,Pollination,59,35,47.6,0
Carrot,Loam Soil,Germination,72,36,52.0,1
Potato,Clay Soil,Germination,17,21,82.1,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,43,22,83.1,0
Potato,Clay Soil,Flowering,42,28,67.9,1
Tomato,Loam Soil,Germination,59,39,24.9,1
Carrot,Sandy Soil,Pollination,22,21,83.4,0
Tomato,Sandy Soil,Flowering,20,43,38.9,1
Wheat,Black Soil,Flowering,60,38,31.0,0
Carrot,Clay Soil,Seedling Stage,29,24,79.3,0
Wheat,Black Soil,Flowering,56,23,80.1,0
Wheat,Alluvial Soil,Maturation,17,30,76.6,1
Wheat,Sandy Soil,Pollination,71,21,84.2,0
Wheat,Black Soil,Flowering,28,23,85.2,0
Chilli,Black Soil,Germination,20,24,87.8,0
Wheat,Sandy Soil,Flowering,52,18,83.0,0
Carrot,Clay Soil,Flowering,21,34,55.7,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,50,35,54.3,1
Chilli,Black Soil,Flowering,54,43,33.6,1
Wheat,Sandy Soil,Pollination,10,26,79.2,1
Tomato,Sandy Soil,Seedling Stage,12,26,82.4,0
Carrot,Loam Soil,Germination,69,25,79.3,0
Carrot,Sandy Soil,Seedling Stage,39,26,78.9,1
Carrot,Loam Soil,Germination,30,23,79.4,0
Carrot,Loam Soil,Germination,36,31,48.7,1
Carrot,Sandy Soil,Seedling Stage,16,20,82.8,0
Chilli,Black Soil,Germination,59,40,37.4,1
Potato,Clay Soil,Germination,37,32,46.6,1
Chilli,Red Soil,Seedling Stage,11,24,76.9,1
Wheat,Sandy Soil,Pollination,32,21,80.9,0
Potato,Clay Soil,Germination,49,21,83.1,0
Carrot,Clay Soil,Germination,34,39,38.9,1
Chilli,Red Soil,Flowering,57,28,67.0,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,40,23,81.0,0
Tomato,Loam Soil,Germination,67,29,72.5,1
Wheat,Sandy Soil,Pollination,20,32,57.2,1
Wheat,Alluvial Soil,Harvest,65,45,42.5,0
Tomato,Sandy Soil,Flowering,62,27,73.8,1
Wheat,Clay Soil,Pollination,65,39,39.8,1
Chilli,Chalky Soil,Flowering,48,25,80.1,0
Chilli,Red Soil,Flowering,60,27,82.0,1
Tomato,Sandy Soil,Flowering,71,40,32.1,1
Tomato,Loam Soil,Germination,77,31,60.9,0
Potato,Loam Soil,Germination,61,22,81.7,0
Tomato,Sandy Soil,Flowering,43,19,80.7,0
Carrot,Clay Soil,Germination,58,20,84.3,0
Potato,Clay Soil,Pollination,19,21,82.3,0
Tomato,Sandy Soil,Seedling Stage,20,23,84.3,0
Potato,Clay Soil,Seedling Stage,28,20,82.2,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,9,33,60.5,1
Carrot,Sandy Soil,Germination,63,35,44.4,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,42,26,83.0,0
Potato,Clay Soil,Seedling Stage,22,19,81.3,0
Chilli,Red Soil,Seedling Stage,15,23,80.5,0
Carrot,Clay Soil,Germination,31,31,59.2,1
Potato,Sandy Soil,Seedling Stage,39,20,80.4,0
Chilli,Red Soil,Germination,60,33,62.6,1
Chilli,Chalky Soil,Germination,69,36,42.3,1
Wheat,Sandy Soil,Germination,19,30,70.2,1
Chilli,Red Soil,Flowering,60,21,85.1,0
Carrot,Sandy Soil,Flowering,54,39,42.5,0
Carrot,Clay Soil,Seedling Stage,27,27,75.0,1
Wheat,Sandy Soil,Pollination,59,37,40.3,0
Tomato,Loam Soil,Pollination,65,37,51.6,0
Potato,Loam Soil,Germination,59,27,80.4,0
Wheat,Alluvial Soil,Maturation,28,19,78.0,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,56,25,80.6,0
Carrot,Clay Soil,Germination,55,22,81.6,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,17,22,81.7,0
Tomato,Sandy Soil,Seedling Stage,19,31,61.0,1
Wheat,Alluvial Soil,Harvest,60,42,40.1,0
Carrot,Clay Soil,Germination,49,27,87.6,0
Wheat,Clay Soil,Harvest,9,40,48.1,1
Chilli,Sandy Soil,Flowering,15,37,40.4,1
Tomato,Sandy Soil,Flowering,35,27,68.4,1
Wheat,Black Soil,Pollination,19,25,81.1,0
Tomato,Sandy Soil,Flowering,26,39,50.1,1
Wheat,Clay Soil,Harvest,20,22,83.5,0
Wheat,Black Soil,Germination,13,39,49.9,1
Wheat,Clay Soil,Germination,17,16,79.5,0
Wheat,Clay Soil,Pollination,49,37,43.3,0
Potato,Sandy Soil,Pollination,17,36,25.8,1
Chilli,Sandy Soil,Seedling Stage,12,15,82.2,0
Chilli,Red Soil,Germination,67,38,47.6,0
Chilli,Sandy Soil,Flowering,17,30,72.8,1
Carrot,Clay Soil,Germination,52,25,84.4,0
Carrot,Loam Soil,Flowering,48,36,55.6,1
Chilli,Red Soil,Germination,75,39,43.4,0
Potato,Loam Soil,Germination,74,18,85.5,0
Chilli,Chalky Soil,Germination,46,40,32.4,1
Wheat,Sandy Soil,Pollination,54,36,51.2,1
Tomato,Loam Soil,Pollination,35,22,85.0,0
Carrot,Clay Soil,Pollination,51,43,40.8,1
Wheat,Clay Soil,Pollination,65,17,80.4,0
Wheat,Clay Soil,Harvest,17,38,41.9,1
Potato,Clay Soil,Germination,53,26,83.4,0
Chilli,Red Soil,Flowering,56,29,80.2,0
Chilli,Red Soil,Seedling Stage,26,36,49.7,1
Tomato,Sandy Soil,Flowering,36,25,79.5,0
Tomato,Sandy Soil,Flowering,65,26,78.2,0
Carrot,Sandy Soil,Seedling Stage,15,33,51.0,1
Potato,Loam Soil,Germination,68,22,84.3,0
Carrot,Clay Soil,Seedling Stage,13,27,80.7,0
Wheat,Red Soil,Maturation,35,28,66.9,1
Wheat,Clay Soil,Pollination,60,38,45.0,0
Carrot,Loam Soil,Pollination,56,40,50.1,1
Wheat,Clay Soil,Pollination,53,39,74.9,1
Chilli,Red Soil,Flowering,44,24,80.9,0
Carrot,Sandy Soil,Flowering,68,25,83.9,0
Carrot,Clay Soil,Pollination,61,39,40.9,0
Tomato,Sandy Soil,Flowering,71,26,82.7,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,53,37,46.6,1
Chilli,Chalky Soil,Germination,40,37,51.1,1
Wheat,Alluvial Soil,Harvest,58,24,81.1,0
Carrot,Clay Soil,Germination,34,33,56.3,1
Wheat,Alluvial Soil,Harvest,52,31,62.0,0
Wheat,Black Soil,Germination,68,29,63.4,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,16,41,38.8,1
Carrot,Clay Soil,Germination,11,23,80.8,0
Tomato,Sandy Soil,Flowering,28,36,49.7,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,22,31,63.6,1
Wheat,Clay Soil,Maturation,51,29,67.7,1
Carrot,Clay Soil,Germination,14,36,52.4,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,45,37,48.6,1
Wheat,Clay Soil,Pollination,39,18,77.1,0
Wheat,Clay Soil,Maturation,17,40,40.1,1
Wheat,Alluvial Soil,Maturation,18,36,53.3,1
Chilli,Red Soil,Germination,66,32,65.2,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,18,35,27.5,1
Chilli,Red Soil,Seedling Stage,18,24,82.3,0
Wheat,Black Soil,Flowering,43,22,82.2,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,69,39,38.6,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,52,38,35.8,1
Tomato,Sandy Soil,Germination,66,30,66.7,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,41,41,37.1,1
Carrot,Clay Soil,Germination,76,23,85.1,0
Chilli,Sandy Soil,Flowering,25,17,80.8,0
Chilli,Chalky Soil,Flowering,80,22,83.1,0
Wheat,Red Soil,Flowering,32,22,80.4,0
Carrot,Clay Soil,Pollination,60,37,46.3,0
Wheat,Sandy Soil,Pollination,44,22,80.2,0
Carrot,Clay Soil,Germination,40,23,81.3,0
Carrot,Sandy Soil,Germination,25,40,43.1,1
Chilli,Red Soil,Seedling Stage,43,31,63.7,1
Wheat,Red Soil,Pollination,12,23,84.2,0
Chilli,Red Soil,Germination,74,39,50.0,0
Wheat,Sandy Soil,Maturation,11,39,43.8,1
Carrot,Clay Soil,Pollination,59,33,57.0,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,40,25,81.7,0
Wheat,Alluvial Soil,Harvest,25,20,84.4,0
Wheat,Clay Soil,Maturation,64,31,55.4,0
Carrot,Clay Soil,Seedling Stage,55,29,62.2,0
Tomato,Sandy Soil,Germination,68,28,66.8,0
Carrot,Sandy Soil,Seedling Stage,39,19,84.5,0
Chilli,Chalky Soil,Germination,56,42,51.7,1
Wheat,Chalky Soil,Vegetative Growth / Root or Tuber Development,55,37,39.8,0
Carrot,Sandy Soil,Seedling Stage,10,29,66.5,1
Wheat,Red Soil,Pollination,56,20,84.1,0
Carrot,Sandy Soil,Germination,70,34,53.1,0
Tomato,Sandy Soil,Germination,72,34,55.3,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,66,42,30.2,0
Wheat,Red Soil,Pollination,50,23,83.4,0
Wheat,Sandy Soil,Pollination,15,42,52.3,1
Wheat,Sandy Soil,Maturation,33,17,83.5,0
Potato,Loam Soil,Germination,57,29,83.0,0
Wheat,Alluvial Soil,Pollination,21,23,86.1,0
Tomato,Loam Soil,Pollination,57,33,57.6,0
Wheat,Alluvial Soil,Maturation,61,19,82.2,0
Wheat,Red Soil,Pollination,46,25,75.7,1
Carrot,Clay Soil,Germination,60,32,54.7,1
Wheat,Sandy Soil,Flowering,45,19,86.1,0
Chilli,Red Soil,Seedling Stage,25,28,80.1,1
Tomato,Sandy Soil,Flowering,36,21,86.4,0
Chilli,Red Soil,Seedling Stage,9,21,78.4,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,18,45,46.4,1
Tomato,Sandy Soil,Germination,40,37,55.1,1
Carrot,Clay Soil,Seedling Stage,31,23,78.8,0
Chilli,Black Soil,Flowering,63,17,79.8,0
Carrot,Clay Soil,Pollination,62,32,55.0,0
Chilli,Sandy Soil,Flowering,28,38,36.8,1
Tomato,Sandy Soil,Germination,67,33,56.9,0
Carrot,Sandy Soil,Seedling Stage,24,23,82.2,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,43,27,69.0,1
Wheat,Sandy Soil,Flowering,67,38,34.1,0
Tomato,Loam Soil,Pollination,15,28,69.4,1
Potato,Clay Soil,Seedling Stage,35,21,82.4,0
Tomato,Sandy Soil,Flowering,27,31,68.6,1
Tomato,Loam Soil,Seedling Stage,33,22,84.7,0
Potato,Loam Soil,Flowering,46,35,40.0,1
Tomato,Loam Soil,Seedling Stage,22,30,54.7,1
Wheat,Black Soil,Flowering,67,25,82.5,0
Carrot,Clay Soil,Seedling Stage,34,22,83.8,0
Carrot,Clay Soil,Germination,35,29,64.1,1
Carrot,Sandy Soil,Germination,18,35,47.2,1
Wheat,Black Soil,Pollination,11,21,83.5,0
Carrot,Clay Soil,Germination,44,36,46.3,1
Tomato,Loam Soil,Germination,44,39,38.4,1
Carrot,Clay Soil,Germination,62,32,57.6,0
Tomato,Sandy Soil,Seedling Stage,19,25,80.5,1
Carrot,Sandy Soil,Seedling Stage,34,30,73.4,1
Wheat,Red Soil,Pollination,27,23,84.1,0
Wheat,Red Soil,Seedling Stage,63,34,55.4,0
Tomato,Sandy Soil,Seedling Stage,12,25,79.0,1
Carrot,Sandy Soil,Flowering,45,42,39.1,1
Wheat,Black Soil,Seedling Stage,9,20,84.4,0
Carrot,Sandy Soil,Seedling Stage,26,21,82.7,0
Carrot,Clay Soil,Germination,47,35,42.0,1
Carrot,Clay Soil,Germination,62,28,64.3,0
Potato,Sandy Soil,Flowering,15,16,82.3,0
Tomato,Sandy Soil,Germination,53,24,78.8,1
Chilli,Sandy Soil,Flowering,65,24,77.5,0
Wheat,Sandy Soil,Pollination,7,19,84.1,0
Wheat,Alluvial Soil,Harvest,21,40,44.5,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,65,40,40.1,1
Wheat,Alluvial Soil,Maturation,15,35,50.1,1
Potato,Clay Soil,Seedling Stage,34,21,82.8,0
Wheat,Alluvial Soil,Maturation,26,21,83.9,0
Potato,Loam Soil,Seedling Stage,17,23,82.4,0
Carrot,Loam Soil,Germination,48,20,80.5,0
Carrot,Clay Soil,Seedling Stage,13,26,47.0,1
Potato,Clay Soil,Germination,28,37,41.7,1
Carrot,Clay Soil,Pollination,63,38,57.7,0
Wheat,Red Soil,Germination,68,31,63.3,0
Carrot,Clay Soil,Pollination,16,21,82.3,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,53,31,57.8,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,18,27,80.9,1
Wheat,Sandy Soil,Pollination,32,36,51.3,1
Wheat,Red Soil,Pollination,44,24,79.9,0
Potato,Clay Soil,Germination,65,39,42.7,1
Wheat,Black Soil,Flowering,47,23,80.8,0
Tomato,Sandy Soil,Germination,58,20,86.0,0
Tomato,Loam Soil,Pollination,20,19,84.7,0
Chilli,Red Soil,Seedling Stage,26,21,81.3,0
Chilli,Sandy Soil,Seedling Stage,12,20,83.8,0
Carrot,Clay Soil,Pollination,23,22,80.4,0
Wheat,Sandy Soil,Pollination,35,22,85.7,0
Wheat,Red Soil,Germination,60,33,48.9,1
Carrot,Clay Soil,Germination,37,26,77.5,1
Carrot,Sandy Soil,Flowering,41,19,77.4,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,22,43,40.8,1
Wheat,Black Soil,Maturation,57,26,73.9,1
Chilli,Red Soil,Germination,24,34,52.1,1
Wheat,Sandy Soil,Pollination,38,41,41.8,1
Potato,Clay Soil,Germination,74,35,44.2,0
Chilli,Black Soil,Flowering,65,23,84.9,0
Tomato,Sandy Soil,Flowering,43,21,78.7,0
Carrot,Sandy Soil,Seedling Stage,42,21,80.1,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,12,21,82.5,0
Tomato,Sandy Soil,Flowering,36,16,82.1,0
Carrot,Sandy Soil,Germination,63,28,67.3,0
Tomato,Loam Soil,Pollination,27,21,83.8,0
Carrot,Clay Soil,Pollination,62,40,39.0,0
Chilli,Chalky Soil,Flowering,35,19,83.7,0
Potato,Clay Soil,Germination,10,26,75.6,1
Potato,Clay Soil,Germination,16,30,65.9,1
Chilli,Chalky Soil,Flowering,52,36,37.1,1
Wheat,Sandy Soil,Maturation,21,41,40.0,1
Carrot,Sandy Soil,Flowering,52,25,84.3,0
Wheat,Sandy Soil,Pollination,38,33,59.5,1
Wheat,Clay Soil,Maturation,18,35,48.8,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,23,26,80.4,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,59,21,80.8,0
Carrot,Loam Soil,Germination,19,41,40.0,1
Chilli,Red Soil,Seedling Stage,58,29,61.9,1
Carrot,Clay Soil,Germination,21,38,41.8,1
Wheat,Black Soil,Germination,16,15,81.8,0
Wheat,Alluvial Soil,Maturation,71,41,41.8,0
Chilli,Chalky Soil,Flowering,24,44,39.8,1
Tomato,Sandy Soil,Flowering,53,23,82.1,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,66,39,38.1,0
Carrot,Sandy Soil,Seedling Stage,8,30,66.9,1
Wheat,Sandy Soil,Pollination,44,22,82.2,0
Tomato,Sandy Soil,Flowering,58,27,70.6,0
Wheat,Sandy Soil,Pollination,15,18,82.9,0
Carrot,Clay Soil,Pollination,20,24,76.4,1
Wheat,Red Soil,Pollination,60,28,73.2,1
Chilli,Chalky Soil,Germination,16,38,55.6,1
Carrot,Clay Soil,Seedling Stage,25,21,79.4,0
Chilli,Chalky Soil,Germination,64,41,29.8,1
Wheat,Red Soil,Maturation,47,23,83.9,0
Wheat,Clay Soil,Harvest,19,24,77.7,0
Carrot,Sandy Soil,Flowering,32,35,49.3,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,50,39,50.2,0
Carrot,Loam Soil,Germination,59,24,83.0,0
Wheat,Alluvial Soil,Harvest,38,37,46.8,1
Chilli,Red Soil,Germination,15,23,82.2,0
Tomato,Loam Soil,Germination,40,31,62.8,1
Chilli,Chalky Soil,Flowering,59,35,34.4,1
Wheat,Black Soil,Flowering,66,24,83.3,0
Carrot,Clay Soil,Germination,15,39,30.0,1
Potato,Clay Soil,Seedling Stage,9,16,81.2,0
Wheat,Sandy Soil,Maturation,55,37,32.7,0
Carrot,Sandy Soil,Seedling Stage,21,23,79.9,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,9,33,55.0,1
Wheat,Black Soil,Pollination,12,33,58.6,1
Chilli,Sandy Soil,Flowering,38,37,35.7,1
Carrot,Sandy Soil,Flowering,20,41,29.9,1
