crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Tomato,Loam Soil,Flowering,57,42,17.8,1
Wheat,Black Soil,Maturation,1,19,88.3,0
Wheat,Sandy Soil,Harvest,28,27,69.4,0
Potato,Clay Soil,Germination,15,21,39.5,1
Wheat,Sandy Soil,Seedling Stage,50,14,91.0,0
Chilli,Red Soil,Seedling Stage,96,31,63.9,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,15,43,36.4,1
Wheat,Clay Soil,Seedling Stage,86,39,30.8,1
Chilli,Red Soil,Flowering,34,15,90.3,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,21,46,15.0,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,60,19,86.0,0
Chilli,Sandy Soil,Flowering,22,43,20.8,1
Carrot,Clay Soil,Seedling Stage,22,45,15.0,1
Chilli,Red Soil,Germination,51,18,89.0,0
Wheat,Red Soil,Pollination,29,24,83.3,0
Tomato,Red Soil,Flowering,11,18,89.2,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,80,22,61.5,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,45,15,57.5,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,57,20,83.8,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,82,46,83.4,0
Chilli,Chalky Soil,Germination,12,24,75.3,1
Potato,Sandy Soil,Flowering,5,44,18.6,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,68,28,76.0,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,89,15,86.8,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,78,36,48.8,0
Carrot,Clay Soil,Seedling Stage,78,35,78.8,0
Chilli,Red Soil,Seedling Stage,21,17,90.0,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,20,17,85.5,0
Wheat,Alluvial Soil,Harvest,58,28,70.6,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,14,35,63.0,1
Tomato,Red Soil,Seedling Stage,35,14,81.9,0
Wheat,Clay Soil,Harvest,78,34,49.4,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,15,35,46.0,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,9,28,74.7,1
Carrot,Sandy Soil,Seedling Stage,31,46,32.7,1
Wheat,Alluvial Soil,Germination,87,26,73.6,0
Chilli,Chalky Soil,Seedling Stage,15,39,31.2,1
Carrot,Loam Soil,Germination,6,22,59.3,1
Tomato,Red Soil,Seedling Stage,26,43,85.4,0
Wheat,Black Soil,Seedling Stage,28,44,19.6,1
Wheat,Sandy Soil,Pollination,16,28,83.1,0
Potato,Clay Soil,Seedling Stage,27,21,79.0,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,87,32,81.8,0
Carrot,Loam Soil,Flowering,6,15,88.9,0
Chilli,Black Soil,Flowering,55,24,87.2,0
Chilli,Chalky Soil,Seedling Stage,15,34,29.7,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,32,25,80.8,0
Tomato,Loam Soil,Seedling Stage,24,38,49.6,1
Wheat,Alluvial Soil,Pollination,19,36,61.8,0
Potato,Clay Soil,Pollination,29,14,89.4,0
Wheat,Alluvial Soil,Maturation,16,13,91.0,0
Carrot,Loam Soil,Seedling Stage,7,45,15.0,1
Tomato,Clay Soil,Pollination,3,26,83.3,0
Carrot,Clay Soil,Pollination,8,26,89.3,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,60,27,82.1,0
Wheat,Clay Soil,Harvest,29,39,32.5,1
Wheat,Sandy Soil,Harvest,81,32,38.9,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,52,16,40.5,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,27,40,31.7,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,15,38,44.2,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,27,26,75.2,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,22,20,81.8,0
Carrot,Clay Soil,Seedling Stage,48,20,81.8,0
Carrot,Clay Soil,Pollination,61,26,55.7,0
Wheat,Alluvial Soil,Germination,28,40,21.0,1
Wheat,Black Soil,Harvest,23,13,91.0,0
Wheat,Alluvial Soil,Maturation,57,28,82.0,0
Carrot,Clay Soil,Seedling Stage,48,44,17.6,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,93,31,62.9,1
Chilli,Chalky Soil,Seedling Stage,55,28,76.5,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,79,36,73.0,0
Wheat,Black Soil,Maturation,25,35,30.6,1
Carrot,Sandy Soil,Germination,75,18,48.7,0
Carrot,Chalky Soil,Seedling Stage,22,39,55.1,1
Wheat,Clay Soil,Germination,50,19,89.9,0
Chilli,Chalky Soil,Pollination,40,35,52.9,1
Carrot,Loam Soil,Pollination,21,32,52.2,1
Wheat,Sandy Soil,Pollination,58,36,36.4,1
Wheat,Clay Soil,Seedling Stage,16,43,22.0,1
Tomato,Loam Soil,Flowering,36,22,88.0,0
Wheat,Red Soil,Flowering,18,33,87.9,0
Potato,Clay Soil,Seedling Stage,29,45,24.1,1
Wheat,Sandy Soil,Germination,4,21,81.3,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,46,21,84.8,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,66,33,60.6,1
Wheat,Black Soil,Seedling Stage,64,38,72.5,0
Tomato,Red Soil,Germination,100,27,78.0,0
Chilli,Chalky Soil,Germination,31,38,29.7,1
Chilli,Sandy Soil,Seedling Stage,26,40,41.3,1
Carrot,Clay Soil,Seedling Stage,28,40,35.1,1
Wheat,Black Soil,Harvest,36,37,29.4,1
Potato,Clay Soil,Flowering,31,34,30.8,1
Wheat,Red Soil,Pollination,64,19,81.1,0
Carrot,Loam Soil,Pollination,26,22,82.9,0
Wheat,Red Soil,Seedling Stage,22,15,90.1,0
Wheat,Alluvial Soil,Germination,4,15,87.8,0
Chilli,Chalky Soil,Flowering,7,15,89.5,0
Wheat,Red Soil,Harvest,19,18,84.6,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,17,17,85.5,0
Potato,Loam Soil,Seedling Stage,62,18,82.3,0
Tomato,Red Soil,Fruit/Grain/Bulb Formation,69,16,86.2,0
Wheat,Alluvial Soil,Harvest,3,20,84.8,0
Wheat,Sandy Soil,Pollination,23,41,30.0,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,5,41,19.9,1
Chilli,Clay Soil,Seedling Stage,26,44,17.5,1
Tomato,Clay Soil,Seedling Stage,5,13,91.0,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,77,23,79.4,0
Carrot,Loam Soil,Seedling Stage,13,16,90.6,0
Tomato,Loam Soil,Germination,92,32,68.6,0
Carrot,Clay Soil,Seedling Stage,35,39,21.6,1
Potato,Sandy Soil,Pollination,89,29,78.4,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,30,18,81.4,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,16,13,91.0,0
Potato,Sandy Soil,Seedling Stage,92,34,73.3,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,39,39.4,1
Wheat,Red Soil,Maturation,19,21,88.5,0
Wheat,Clay Soil,Harvest,66,43,31.5,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,8,13,90.9,0
Wheat,Clay Soil,Harvest,35,35,25.2,1
Wheat,Red Soil,Pollination,96,35,72.0,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,40,45,15.0,1
Carrot,Sandy Soil,Seedling Stage,27,33,34.0,1
Tomato,Clay Soil,Fruit/Grain/Bulb Formation,41,29,62.7,1
Chilli,Chalky Soil,Flowering,61,30,73.4,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,54,42,43.2,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,94,32,70.4,0
Wheat,Alluvial Soil,Seedling Stage,44,21,82.8,0
Wheat,Clay Soil,Seedling Stage,28,42,21.2,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,21,28,62.6,1
Wheat,Black Soil,Harvest,85,24,73.6,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,18,30,20.2,1
Carrot,Clay Soil,Seedling Stage,92,30,79.6,0
Wheat,Sandy Soil,Pollination,81,32,60.5,0
Carrot,Sandy Soil,Seedling Stage,15,40,32.8,1
Carrot,Clay Soil,Seedling Stage,11,28,60.4,1
Chilli,Chalky Soil,Flowering,27,20,81.8,0
Wheat,Alluvial Soil,Seedling Stage,27,31,69.8,1
Chilli,Black Soil,Fruit/Grain/Bulb Formation,16,21,90.4,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,61,19,54.0,0
Wheat,Red Soil,Harvest,13,19,86.3,0
Wheat,Clay Soil,Pollination,29,46,15.0,1
Wheat,Red Soil,Maturation,88,15,79.8,0
Potato,Loam Soil,Germination,31,23,85.6,0
Tomato,Loam Soil,Flowering,18,28,82.8,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,97,26,81.3,0
Potato,Sandy Soil,Germination,50,32,34.5,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,18,19,84.8,0
Potato,Sandy Soil,Seedling Stage,20,13,90.0,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,64,14,89.5,0
Chilli,Red Soil,Fruit/Grain/Bulb Formation,23,13,90.5,0
Carrot,Sandy Soil,Flowering,8,16,87.3,0
Carrot,Clay Soil,Germination,67,30,60.0,1
Tomato,Loam Soil,Flowering,36,30,51.6,1
Wheat,Clay Soil,Seedling Stage,6,39,16.3,1
Tomato,Loam Soil,Seedling Stage,69,24,82.7,0
Carrot,Sandy Soil,Pollination,56,38,23.4,1
Chilli,Black Soil,Seedling Stage,24,33,62.4,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,1,13,89.5,0
Chilli,Clay Soil,Germination,33,46,20.5,1
Carrot,Clay Soil,Flowering,17,13,91.0,0
Potato,Sandy Soil,Fruit/Grain/Bulb Formation,100,25,68.0,0
Chilli,Sandy Soil,Germination,29,44,19.6,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,69,41,42.6,1
Wheat,Alluvial Soil,Harvest,99,45,37.3,0
Tomato,Loam Soil,Seedling Stage,64,30,62.5,0
Wheat,Sandy Soil,Flowering,18,37,39.3,1
Wheat,Clay Soil,Pollination,25,20,81.7,0
Potato,Loam Soil,Germination,52,28,78.7,0
Tomato,Loam Soil,Germination,39,41,31.4,1
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,15,23,82.5,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,64,36,50.7,1
Wheat,Sandy Soil,Harvest,42,43,81.4,0
Carrot,Loam Soil,Pollination,44,38,38.6,1
Potato,Clay Soil,Seedling Stage,60,24,84.0,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,6,20,82.3,0
Wheat,Clay Soil,Pollination,77,25,76.7,0
Wheat,Sandy Soil,Seedling Stage,14,31,40.0,1
Wheat,Red Soil,Pollination,27,34,37.9,1
Potato,Sandy Soil,Germination,38,24,71.6,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,36,14,91.0,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,94,31,70.5,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,25,18,50.5,1
Wheat,Red Soil,Seedling Stage,47,42,16.6,1
Wheat,Alluvial Soil,Germination,24,22,79.6,0
Wheat,Sandy Soil,Seedling Stage,31,16,82.7,0
Carrot,Red Soil,Seedling Stage,32,23,85.4,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,29,17,83.1,0
Carrot,Clay Soil,Harvest,54,28,50.4,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,60,15,85.0,0
Wheat,Alluvial Soil,Maturation,28,45,15.0,1
Chilli,Red Soil,Seedling Stage,14,38,48.5,1
Wheat,Black Soil,Maturation,34,44,17.0,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,6,36,30.5,1
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,70,45,23.8,1
Wheat,Black Soil,Maturation,46,25,82.8,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,29,16,89.6,0
Wheat,Red Soil,Harvest,36,19,91.0,0
Potato,Sandy Soil,Germination,43,38,36.1,1
Tomato,Clay Soil,Germination,28,14,87.9,0
Chilli,Red Soil,Seedling Stage,39,30,45.6,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,26,13,91.0,0
Tomato,Loam Soil,Pollination,25,19,79.5,0
Wheat,Black Soil,Seedling Stage,57,45,15.0,1
Potato,Red Soil,Flowering,65,14,90.6,0
Chilli,Chalky Soil,Germination,1,44,15.0,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,20,31,52.4,1
Wheat,Clay Soil,Pollination,13,24,69.3,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,14,18,91.0,0
Wheat,Alluvial Soil,Maturation,29,28,56.2,0
Carrot,Clay Soil,Seedling Stage,59,24,82.1,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,36,23,33.9,1
Potato,Loam Soil,Flowering,35,36,63.3,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,24,38,44.2,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,31,15,86.1,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,83,29,78.8,0
Tomato,Clay Soil,Pollination,29,27,70.1,1
Chilli,Black Soil,Flowering,19,14,91.0,0
Carrot,Loam Soil,Seedling Stage,65,29,76.0,0
Carrot,Clay Soil,Seedling Stage,46,37,27.7,1
Carrot,Clay Soil,Seedling Stage,35,46,68.1,1
Chilli,Chalky Soil,Germination,49,36,38.0,1
Carrot,Sandy Soil,Flowering,88,30,74.9,0
Carrot,Chalky Soil,Seedling Stage,22,46,24.7,1
Chilli,Black Soil,Germination,16,13,90.0,0
Chilli,Red Soil,Germination,26,15,91.0,0
Wheat,Black Soil,Germination,91,26,83.0,0
Wheat,Sandy Soil,Flowering,34,43,21.1,1
Chilli,Chalky Soil,Seedling Stage,25,37,30.1,1
Wheat,Black Soil,Seedling Stage,38,28,79.4,1
Wheat,Black Soil,Germination,34,37,53.2,1
Wheat,Black Soil,Harvest,29,31,59.6,1
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,32,14,90.8,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,29,15,66.8,0
Chilli,Red Soil,Seedling Stage,16,18,91.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,14,14,83.9,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,32,18,81.6,0
Wheat,Red Soil,Pollination,65,18,91.0,0
Potato,Sandy Soil,Seedling Stage,28,18,89.5,0
Potato,Clay Soil,Germination,39,32,41.0,1
Wheat,Alluvial Soil,Harvest,43,16,88.8,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,60,15,67.4,1
Carrot,Black Soil,Seedling Stage,18,38,51.3,1
Wheat,Black Soil,Harvest,4,31,48.0,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,58,32,47.4,1
Potato,Clay Soil,Pollination,32,18,86.2,0
Tomato,Red Soil,Germination,3,23,81.0,1
Chilli,Red Soil,Seedling Stage,27,18,85.3,0
Carrot,Clay Soil,Flowering,30,42,26.2,1
Wheat,Red Soil,Pollination,19,14,66.5,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,41,29,75.7,1
Potato,Clay Soil,Flowering,18,22,70.0,1
Carrot,Loam Soil,Germination,36,39,52.3,1
Potato,Loam Soil,Flowering,33,22,89.5,0
Potato,Loam Soil,Seedling Stage,24,28,84.0,1
Wheat,Red Soil,Harvest,100,31,58.3,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,22,42,45.7,1
Tomato,Clay Soil,Flowering,89,24,65.3,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,32,17,89.4,0
Carrot,Sandy Soil,Harvest,22,44,15.0,1
Wheat,Sandy Soil,Germination,47,26,83.3,0
Potato,Clay Soil,Pollination,33,44,23.4,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,35,31,52.9,0
Chilli,Chalky Soil,Seedling Stage,1,26,29.3,1
Wheat,Black Soil,Pollination,99,31,63.8,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,75,35,41.9,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,27,35,31.2,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,28,15,91.0,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,45,40,26.1,1
Tomato,Loam Soil,Seedling Stage,45,30,72.9,1
Wheat,Clay Soil,Pollination,98,31,53.5,0
Wheat,Red Soil,Flowering,47,22,85.1,0
Chilli,Chalky Soil,Seedling Stage,24,46,15.0,1
Tomato,Clay Soil,Germination,16,16,88.7,0
Carrot,Clay Soil,Flowering,60,41,31.9,1
Carrot,Sandy Soil,Flowering,1,44,17.4,1
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,13,34,43.3,1
Carrot,Clay Soil,Seedling Stage,37,18,91.0,0
Wheat,Alluvial Soil,Flowering,83,29,68.9,1
Wheat,Clay Soil,Maturation,75,24,80.8,0
Tomato,Chalky Soil,Seedling Stage,64,27,72.7,0
Wheat,Sandy Soil,Pollination,7,21,82.0,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,16,24,83.2,0
Wheat,Loam Soil,Maturation,24,18,90.1,0
Carrot,Loam Soil,Pollination,18,34,41.0,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,38,21,83.3,0
Carrot,Sandy Soil,Seedling Stage,18,36,47.8,1
Wheat,Black Soil,Harvest,48,43,31.7,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,16,16,86.8,0
Carrot,Sandy Soil,Germination,40,38,29.3,1
Wheat,Red Soil,Flowering,23,24,80.9,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,5,15,79.8,0
Wheat,Clay Soil,Seedling Stage,61,14,89.3,0
Wheat,Alluvial Soil,Harvest,52,32,41.5,1
Wheat,Red Soil,Germination,20,20,89.6,0
Wheat,Black Soil,Pollination,75,28,65.0,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,26,19,86.7,0
Chilli,Red Soil,Flowering,2,19,83.4,0
Carrot,Clay Soil,Flowering,18,14,87.1,0
Chilli,Red Soil,Seedling Stage,46,21,83.4,0
Carrot,Clay Soil,Germination,35,42,37.5,1
Potato,Clay Soil,Pollination,43,44,22.0,1
Wheat,Alluvial Soil,Maturation,45,24,80.1,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,93,32,91.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,16,36,53.4,1
Wheat,Alluvial Soil,Maturation,15,38,50.5,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,94,32,63.3,0
Wheat,Red Soil,Pollination,29,21,90.2,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,18,16,91.0,0
Wheat,Black Soil,Maturation,39,45,20.5,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,45,22,73.3,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,18,18,90.4,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,57,21,82.9,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,10,16,82.3,0
Carrot,Clay Soil,Pollination,23,43,22.9,1
Wheat,Clay Soil,Pollination,23,19,88.5,0
Tomato,Red Soil,Germination,34,25,91.0,1
Carrot,Clay Soil,Seedling Stage,67,28,84.4,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,82,26,74.1,0
Carrot,Clay Soil,Flowering,55,45,15.0,1
Wheat,Clay Soil,Harvest,12,38,39.8,1
Tomato,Clay Soil,Seedling Stage,58,22,47.4,0
Wheat,Clay Soil,Pollination,23,21,89.9,0
Carrot,Clay Soil,Seedling Stage,30,17,85.5,0
Chilli,Red Soil,Flowering,26,16,91.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,100,35,69.9,0
Carrot,Sandy Soil,Pollination,25,46,26.0,1
Wheat,Alluvial Soil,Maturation,60,33,37.4,1
Chilli,Red Soil,Flowering,41,18,82.1,0
Carrot,Clay Soil,Pollination,46,39,37.2,1
Carrot,Clay Soil,Pollination,45,21,89.2,0
Carrot,Red Soil,Fruit/Grain/Bulb Formation,6,14,90.3,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,25,27,82.9,0
Tomato,Red Soil,Flowering,46,44,17.0,1
Carrot,Clay Soil,Seedling Stage,17,18,82.2,0
Chilli,Chalky Soil,Seedling Stage,20,43,20.8,1
Carrot,Clay Soil,Flowering,31,37,38.5,1
Potato,Loam Soil,Seedling Stage,22,44,16.1,1
Carrot,Clay Soil,Pollination,36,25,63.7,1
Wheat,Clay Soil,Harvest,4,14,88.0,0
Tomato,Loam Soil,Flowering,19,29,31.8,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,29,33,53.2,0
Tomato,Clay Soil,Pollination,4,18,79.9,0
Potato,Loam Soil,Pollination,88,46,15.0,0
Wheat,Alluvial Soil,Seedling Stage,1,23,82.6,0
Tomato,Clay Soil,Seedling Stage,99,29,65.7,1
Chilli,Red Soil,Flowering,14,16,87.7,0
Wheat,Red Soil,Germination,24,19,83.7,0
Carrot,Clay Soil,Pollination,56,30,75.1,1
Chilli,Chalky Soil,Seedling Stage,88,31,84.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,34,18,88.2,0
Carrot,Clay Soil,Flowering,20,37,37.5,1
Carrot,Clay Soil,Germination,8,16,91.0,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,96,26,82.6,0
Tomato,Red Soil,Pollination,4,28,85.1,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,33,20,77.9,0
Wheat,Red Soil,Germination,99,24,76.2,0
Carrot,Clay Soil,Flowering,27,37,41.9,1
Chilli,Sandy Soil,Pollination,28,42,27.0,1
Carrot,Loam Soil,Seedling Stage,98,36,63.3,0
Wheat,Alluvial Soil,Maturation,59,32,62.8,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,27,23,79.9,1
Tomato,Loam Soil,Seedling Stage,25,44,20.1,1
Wheat,Alluvial Soil,Maturation,31,37,34.9,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,33,13,89.8,0
Tomato,Loam Soil,Flowering,39,40,21.5,1
Chilli,Sandy Soil,Germination,8,43,22.7,1
Tomato,Loam Soil,Seedling Stage,82,23,81.9,0
Carrot,Sandy Soil,Seedling Stage,10,35,58.3,1
Chilli,Sandy Soil,Germination,71,46,20.1,1
Wheat,Red Soil,Maturation,18,18,86.7,0
Wheat,Sandy Soil,Seedling Stage,92,34,66.2,0
Chilli,Clay Soil,Flowering,21,43,27.0,1
Tomato,Clay Soil,Seedling Stage,84,24,81.4,0
Wheat,Black Soil,Harvest,45,16,82.3,0
Wheat,Red Soil,Maturation,96,28,66.9,1
Tomato,Red Soil,Flowering,88,15,88.0,0
Wheat,Red Soil,Pollination,38,16,72.1,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,15,13,90.5,0
Potato,Clay Soil,Germination,37,46,18.3,1
Chilli,Chalky Soil,Flowering,85,27,81.7,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,4,26,72.1,0
Carrot,Clay Soil,Pollination,74,18,84.1,0
Chilli,Red Soil,Flowering,30,28,63.1,1
Wheat,Black Soil,Flowering,29,43,21.3,1
Chilli,Chalky Soil,Germination,49,38,38.8,1
Potato,Sandy Soil,Seedling Stage,69,24,73.2,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,16,91.0,0
Potato,Sandy Soil,Pollination,22,14,90.5,0
Carrot,Sandy Soil,Seedling Stage,29,42,30.2,1
Carrot,Clay Soil,Seedling Stage,20,44,29.6,1
Wheat,Alluvial Soil,Seedling Stage,40,29,83.3,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,62,24,82.7,0
Carrot,Sandy Soil,Germination,81,20,68.5,0
Tomato,Red Soil,Germination,2,17,84.2,0
Chilli,Black Soil,Seedling Stage,28,26,76.0,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,59,45,20.9,1
Carrot,Clay Soil,Flowering,31,43,16.3,1
Chilli,Black Soil,Seedling Stage,21,37,38.4,1
Potato,Clay Soil,Seedling Stage,18,25,74.2,1
Carrot,Loam Soil,Seedling Stage,13,31,60.1,1
Carrot,Loam Soil,Seedling Stage,9,45,28.6,1
Tomato,Loam Soil,Seedling Stage,38,39,30.6,1
Wheat,Clay Soil,Maturation,12,19,85.1,0
Chilli,Sandy Soil,Flowering,64,36,38.0,1
Carrot,Sandy Soil,Germination,14,15,91.0,0
Wheat,Red Soil,Seedling Stage,89,31,50.4,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,17,20,83.8,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,1,21,85.0,0
Wheat,Clay Soil,Flowering,15,40,44.8,1
Chilli,Red Soil,Flowering,21,14,87.3,0
Wheat,Clay Soil,Seedling Stage,19,19,89.2,0
Tomato,Red Soil,Germination,57,13,90.7,0
Chilli,Chalky Soil,Germination,56,24,78.3,0
Wheat,Black Soil,Pollination,96,36,31.5,0
Chilli,Chalky Soil,Flowering,32,32,63.1,0
Chilli,Chalky Soil,Flowering,77,33,74.1,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,25,22,82.2,0
Carrot,Sandy Soil,Pollination,24,13,89.6,0
Carrot,Loam Soil,Flowering,25,24,82.1,0
Wheat,Clay Soil,Germination,49,15,88.2,0
Wheat,Red Soil,Seedling Stage,22,20,82.8,0
Carrot,Sandy Soil,Flowering,17,43,15.0,1
Carrot,Loam Soil,Germination,21,46,15.0,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,10,13,88.4,0
Wheat,Red Soil,Pollination,26,35,72.1,0
Wheat,Loam Soil,Fruit/Grain/Bulb Formation,43,43,22.7,0
Carrot,Clay Soil,Germination,54,16,88.2,0
Wheat,Black Soil,Maturation,29,20,79.5,0
Wheat,Black Soil,Seedling Stage,26,32,82.6,1
Wheat,Alluvial Soil,Maturation,41,38,28.5,1
Chilli,Chalky Soil,Seedling Stage,32,16,85.0,0
Tomato,Clay Soil,Germination,91,40,48.4,1
Carrot,Sandy Soil,Germination,29,16,85.9,0
Chilli,Chalky Soil,Seedling Stage,37,29,58.9,1
Wheat,Sandy Soil,Pollination,38,38,36.7,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,73,17,87.7,0
Wheat,Red Soil,Harvest,16,13,91.0,0
Wheat,Sandy Soil,Maturation,29,19,81.4,0
Chilli,Red Soil,Fruit/Grain/Bulb Formation,76,34,78.2,0
Carrot,Sandy Soil,Pollination,45,39,35.1,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,100,31,62.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,90,33,69.8,0
Tomato,Red Soil,Seedling Stage,12,20,87.2,0
Wheat,Clay Soil,Seedling Stage,36,38,29.5,1
Wheat,Alluvial Soil,Harvest,15,14,83.1,1
Potato,Clay Soil,Seedling Stage,29,17,74.3,1
Tomato,Loam Soil,Pollination,15,26,30.7,1
Chilli,Chalky Soil,Flowering,1,13,88.2,0
